episode,reward,avg_wait_time,avg_ambulance_wait,avg_firetruck_wait,throughput_per_min,total_spawned,total_cleared,ambulance_cleared,firetruck_cleared,epsilon,mean_td_error
1023,64.65,1.29,0.47,0.43,105.6,60,44,2,2,0.129,1.5793
1024,359.6,1.91,0.02,0.5,115.2,63,48,4,1,0.1287,1.5594
1025,-17.55,1.79,0.0,0.0,115.2,58,48,0,0,0.1285,0.9895
1026,-172.25,1.89,0.02,1.8,98.4,53,41,1,1,0.1282,1.3295
1027,123.55,1.3,0.02,0.0,108.0,58,45,1,0,0.128,1.082
1028,23.95,1.64,0.73,0.0,117.6,63,49,2,0,0.1277,1.0401
1029,-535.15,1.57,1.05,3.05,93.6,51,39,1,1,0.1274,1.3815
1030,-98.25,1.53,0.0,0.0,103.2,53,43,0,0,0.1272,0.8063
1031,-7.45,1.23,0.02,0.0,98.4,55,41,1,0,0.1269,0.8382
1032,77.85,1.62,0.02,0.93,100.8,58,42,3,5,0.1267,2.3884
1033,-101.95,1.55,0.0,0.0,93.6,52,39,0,0,0.1264,0.941
1034,35.05,0.77,0.0,1.08,93.6,52,39,0,1,0.1262,0.9977
1035,-291.55,1.74,1.08,2.17,110.4,57,46,4,1,0.1259,1.8467
1036,410.55,1.48,0.0,0.02,122.4,69,51,0,2,0.1257,1.363
1037,-38.5,1.66,0.0,0.0,105.6,53,44,0,0,0.1254,0.7679
1038,-1147.5,2.08,0.0,1.73,98.4,57,41,0,2,0.1252,1.8448
1039,87.25,1.41,0.02,0.0,110.4,60,46,1,0,0.1249,0.9812
1040,30.15,1.62,0.0,0.0,127.2,66,53,0,0,0.1247,0.9401
1041,-58.2,1.11,1.15,0.0,105.6,53,44,3,0,0.1244,1.1571
1042,37.95,1.48,0.02,0.0,103.2,54,43,1,0,0.1242,0.9233
1043,92.25,0.91,0.0,0.0,108.0,59,45,0,0,0.1239,0.8867
1044,-329.05,2.33,0.02,1.34,105.6,61,44,3,2,0.1237,1.8235
1045,-179.55,1.31,2.88,0.0,100.8,59,42,1,0,0.1234,1.0532
1046,220.15,1.36,0.02,0.02,98.4,53,41,1,1,0.1232,0.996
1047,72.1,1.44,0.57,0.0,103.2,57,43,4,0,0.1229,1.4064
1048,-350.5,2.13,0.02,1.83,115.2,66,48,1,1,0.1227,1.4315
1049,218.25,1.31,0.02,0.02,98.4,54,41,1,1,0.1224,1.0556
1050,25.7,1.05,0.02,0.33,96.0,53,40,1,1,0.1222,1.2728
1051,-192.05,1.62,0.0,1.07,110.4,59,46,0,1,0.122,1.1861
1052,97.0,1.79,0.02,0.0,124.8,67,52,1,0,0.1217,1.0312
1053,121.0,0.91,0.52,0.0,100.8,56,42,2,0,0.1215,0.9249
1054,15.9,1.34,0.0,0.0,105.6,55,44,0,0,0.1212,0.8975
1055,-20.75,1.23,1.58,0.0,108.0,60,45,1,0,0.121,1.026
1056,248.2,2.0,0.4,0.02,115.2,64,48,2,1,0.1207,1.3455
1057,133.95,1.23,0.0,0.48,103.2,55,43,0,1,0.1205,1.0857
1058,-29.05,1.34,0.02,0.0,91.2,52,38,1,0,0.1203,0.822
1059,280.6,1.23,1.26,0.02,105.6,61,44,2,2,0.12,1.3957
1060,-358.0,1.82,0.0,2.48,120.0,65,50,0,1,0.1198,1.344
1061,22.95,1.76,0.02,0.0,93.6,51,39,2,0,0.1195,0.9531
1062,-25.1,1.6,0.88,0.55,108.0,56,45,3,1,0.1193,1.5174
1063,1.0,1.48,0.0,0.0,117.6,63,49,0,0,0.1191,0.9315
1064,-164.45,1.93,0.0,0.0,115.2,65,48,0,0,0.1188,0.9042
1065,-182.75,1.47,1.49,1.33,115.2,62,48,2,1,0.1186,1.3897
1066,-47.85,1.59,0.0,0.92,100.8,55,42,0,1,0.1183,1.3375
1067,-11.65,1.43,0.0,0.0,98.4,55,41,0,0,0.1181,0.862
1068,238.05,1.79,0.02,0.83,122.4,67,51,2,2,0.1179,1.4639
1069,-394.15,2.27,0.0,1.6,84.0,48,35,0,1,0.1176,1.2867
1070,-93.45,1.47,0.0,0.0,108.0,56,45,0,0,0.1174,0.8412
1071,-201.85,1.51,2.87,0.02,108.0,62,45,1,1,0.1172,1.2559
1072,232.95,1.63,0.0,0.02,124.8,67,52,0,1,0.1169,0.9715
1073,-428.55,1.36,0.0,0.0,91.2,49,38,0,0,0.1167,0.8881
1074,212.95,0.97,0.0,0.39,96.0,52,40,0,2,0.1165,1.2071
1075,146.15,1.1,0.02,0.0,115.2,58,48,1,0,0.1162,0.89
1076,239.65,2.13,0.02,0.02,117.6,63,49,2,1,0.116,1.3321
1077,-815.05,1.64,0.46,2.21,91.2,51,38,3,3,0.1158,2.1713
1078,-57.25,1.32,0.0,1.1,93.6,51,39,0,1,0.1155,1.0855
1079,-39.75,1.45,1.12,0.0,110.4,60,46,2,0,0.1153,1.1837
1080,144.2,1.73,0.47,0.02,110.4,62,46,2,1,0.1151,1.3328
1081,589.5,1.49,0.0,0.02,105.6,56,44,0,3,0.1148,1.5026
1082,-209.45,1.42,0.0,0.0,84.0,49,35,0,0,0.1146,0.9747
1083,160.3,1.47,0.02,0.0,112.8,61,47,2,0,0.1144,1.0756
1084,-77.85,1.69,1.5,0.0,117.6,66,49,1,0,0.1142,0.9872
1085,131.3,1.32,0.02,0.0,91.2,52,38,2,0,0.1139,0.9061
1086,59.5,1.47,0.02,0.02,100.8,54,42,1,1,0.1137,1.1905
1087,481.1,1.48,0.02,0.02,117.6,63,49,1,2,0.1135,1.1961
1088,89.7,1.45,0.02,0.0,115.2,66,48,1,0,0.1132,1.0514
1089,-240.5,1.28,1.33,1.5,103.2,52,43,2,1,0.113,1.4102
1090,27.5,1.69,0.0,0.22,98.4,52,41,0,1,0.1128,1.1311
1091,-126.65,1.75,1.37,0.0,103.2,55,43,1,0,0.1126,1.0173
1092,-18.7,1.75,0.02,0.0,115.2,64,48,1,0,0.1123,0.8901
1093,-1.5,1.59,0.02,0.0,93.6,51,39,1,0,0.1121,0.9148
1094,-255.55,1.45,0.0,0.02,84.0,48,35,0,1,0.1119,1.157
1095,-167.8,1.75,2.64,0.23,103.2,57,43,3,3,0.1117,1.8049
1096,22.2,1.81,0.02,0.0,110.4,62,46,1,0,0.1114,0.9741
1097,-76.35,1.31,0.69,0.0,93.6,51,39,2,0,0.1112,1.0705
1098,-603.05,1.89,1.42,0.76,93.6,55,39,1,3,0.111,1.8094
1099,-198.95,1.27,2.7,0.0,105.6,61,44,1,0,0.1108,1.0458
1100,-55.5,2.04,0.0,0.0,120.0,65,50,0,0,0.1106,1.086
1101,152.45,1.86,0.65,0.19,98.4,53,41,2,2,0.1103,1.5733
1102,79.5,1.74,0.38,0.0,103.2,53,43,2,0,0.1101,1.0427
1103,198.35,1.9,0.55,0.23,105.6,59,44,2,1,0.1099,1.122
1104,34.1,1.98,1.18,0.02,110.4,64,46,4,1,0.1097,1.5737
1105,78.05,1.16,0.02,0.56,88.8,52,37,1,2,0.1095,1.3314
1106,-74.2,1.43,0.41,0.0,93.6,51,39,2,0,0.1092,1.0598
1107,43.25,1.7,0.72,0.02,96.0,53,40,2,1,0.109,1.3356
1108,-13.8,1.75,0.0,0.0,122.4,66,51,0,0,0.1088,0.9424
1109,-83.9,1.61,0.0,0.0,100.8,52,42,0,0,0.1086,0.8215
1110,123.45,1.14,1.53,0.02,103.2,56,43,1,1,0.1084,1.1109
1111,52.8,1.03,0.0,0.0,110.4,62,46,0,0,0.1082,0.7467
1112,-323.0,1.63,1.87,0.0,115.2,63,48,3,0,0.1079,1.3072
1113,-870.75,1.3,1.1,0.0,96.0,52,40,1,0,0.1077,1.2574
1114,20.2,1.26,0.02,0.0,103.2,57,43,1,0,0.1075,0.9076
1115,-22.0,1.54,0.0,0.0,110.4,59,46,0,0,0.1073,0.7518
1116,-1538.75,2.12,1.95,1.5,112.8,63,47,5,1,0.1071,2.4767
1117,-287.9,1.01,1.34,0.0,91.2,47,38,3,0,0.1069,1.0573
1118,286.6,1.1,0.02,0.42,103.2,57,43,1,2,0.1066,1.423
1119,46.1,1.19,0.02,1.18,108.0,59,45,2,2,0.1064,1.4735
1120,241.35,2.05,0.0,0.23,122.4,65,51,0,2,0.1062,1.2667
1121,205.9,1.14,0.0,0.02,100.8,55,42,0,1,0.106,0.9902
1122,261.8,1.76,0.0,0.02,96.0,55,40,0,2,0.1058,1.3302
1123,19.05,1.29,0.0,0.0,108.0,62,45,0,0,0.1056,0.7558
1124,62.1,2.01,0.35,0.8,120.0,66,50,1,2,0.1054,1.4898
1125,-840.95,1.77,2.79,1.11,88.8,49,37,3,3,0.1052,2.1239
1126,129.9,0.84,0.02,0.0,105.6,56,44,1,0,0.105,0.9332
1127,30.5,1.14,0.87,0.0,108.0,62,45,1,0,0.1047,0.987
1128,-38.85,1.8,0.5,1.35,120.0,64,50,4,2,0.1045,2.0348
1129,-147.95,1.4,0.9,0.0,93.6,50,39,2,0,0.1043,1.0128
1130,-54.6,1.33,0.0,0.6,91.2,52,38,0,1,0.1041,1.0112
1131,-166.35,1.61,0.02,2.3,103.2,55,43,1,1,0.1039,1.2833
1132,-275.5,2.09,1.88,0.0,110.4,63,46,2,0,0.1037,1.3688
1133,-94.9,0.95,1.24,0.02,84.0,47,35,2,1,0.1035,1.2135
1134,90.7,1.03,0.86,0.02,108.0,59,45,2,1,0.1033,1.2824
1135,281.1,1.55,0.02,0.02,110.4,59,46,1,1,0.1031,1.0552
1136,-43.3,1.92,1.0,0.0,117.6,64,49,4,0,0.1029,1.4842
1137,187.4,1.92,0.32,0.34,88.8,47,37,2,2,0.1027,1.5179
1138,-191.8,1.1,0.73,0.0,105.6,59,44,2,0,0.1025,1.2274
1139,42.65,1.3,0.0,0.0,110.4,58,46,0,0,0.1023,0.8453
1140,-353.0,1.61,0.43,0.45,105.6,62,44,3,1,0.1021,1.5636
1141,-135.35,1.83,0.0,0.0,93.6,52,39,0,0,0.1018,0.7916
1142,380.1,1.66,0.02,0.02,100.8,54,42,1,2,0.1016,1.238
1143,266.85,1.6,1.19,0.02,103.2,55,43,2,2,0.1014,1.5889
1144,-19.55,1.78,0.0,0.0,124.8,66,52,0,0,0.1012,0.9257
1145,-94.1,1.75,0.0,0.0,98.4,52,41,0,0,0.101,0.7762
1146,57.05,1.46,0.02,0.0,103.2,52,43,1,0,0.1008,1.0242
1147,95.25,1.45,0.02,0.0,110.4,61,46,1,0,0.1006,0.8332
1148,-14.8,1.62,0.0,0.0,120.0,66,50,0,0,0.1004,0.8461
1149,16.95,1.29,2.02,0.48,96.0,49,40,2,3,0.1002,1.7837
1150,224.95,1.19,0.02,0.65,115.2,60,48,1,1,0.1,1.2985
1151,-275.4,1.59,0.02,2.57,110.4,59,46,1,1,0.0998,1.3204
1152,-215.65,1.91,2.15,0.02,115.2,62,48,3,1,0.0996,1.4328
1153,244.3,1.26,0.4,0.02,100.8,55,42,1,1,0.0994,1.2669
1154,165.4,1.44,0.02,0.0,103.2,55,43,2,0,0.0992,1.1246
1155,136.6,1.36,0.65,0.02,98.4,58,41,1,1,0.099,1.0546
1156,-155.9,2.0,0.0,0.0,112.8,65,47,0,0,0.0988,0.989
1157,166.35,1.04,0.0,0.02,105.6,56,44,0,1,0.0986,1.0328
1158,97.1,1.97,0.32,0.0,88.8,51,37,5,0,0.0984,1.3543
1159,-301.55,1.23,0.0,2.73,112.8,61,47,0,1,0.0982,1.2387
1160,-13.35,1.99,0.51,0.0,108.0,63,45,2,0,0.098,1.1229
1161,-1287.9,2.04,2.82,2.09,96.0,53,40,2,3,0.0978,2.1492
1162,-42.55,1.14,0.02,0.0,103.2,55,43,1,0,0.0977,1.1585
1163,136.65,1.52,2.73,0.02,100.8,57,42,1,2,0.0975,1.3775
1164,-137.15,1.76,0.02,1.12,110.4,61,46,2,1,0.0973,1.4404
1165,40.1,1.67,0.02,0.0,103.2,55,43,1,0,0.0971,0.9373
1166,-446.9,1.39,0.0,2.37,84.0,50,35,0,1,0.0969,1.201
1167,261.15,1.58,0.55,0.24,110.4,61,46,1,2,0.0967,1.3553
1168,143.1,1.7,0.21,0.0,117.6,65,49,2,0,0.0965,1.1192
1169,-91.75,1.75,0.0,0.0,98.4,53,41,0,0,0.0963,0.7668
1170,-193.85,1.45,1.55,0.0,105.6,58,44,2,0,0.0961,1.2115
1171,398.3,1.01,0.02,0.02,98.4,56,41,3,1,0.0959,1.286
1172,-77.45,1.78,0.53,0.32,112.8,64,47,1,1,0.0957,1.3946
1173,293.15,1.45,1.01,0.2,93.6,53,39,3,3,0.0955,1.9378
1174,-116.7,1.31,0.0,0.0,91.2,49,38,0,0,0.0953,0.8102
1175,35.95,1.32,0.0,0.0,108.0,59,45,0,0,0.0951,0.7385
1176,-242.75,1.69,1.39,0.97,117.6,64,49,4,2,0.095,1.8609
1177,102.9,1.58,0.0,0.02,98.4,54,41,0,1,0.0948,1.0417
1178,-56.2,1.2,0.0,0.0,108.0,58,45,0,0,0.0946,0.81
1179,214.15,1.31,0.93,0.02,115.2,63,48,4,1,0.0944,1.5531
1180,23.95,1.67,0.0,1.0,120.0,65,50,0,1,0.0942,1.1848
1181,-139.8,2.01,0.0,0.0,100.8,53,42,0,0,0.094,0.8675
1182,119.5,1.13,0.73,0.02,98.4,50,41,1,1,0.0938,1.1201
1183,318.8,1.35,0.02,0.02,105.6,61,44,1,1,0.0936,1.0506
1184,208.35,1.63,0.0,0.26,117.6,65,49,0,2,0.0934,1.3457
1185,-113.8,1.27,1.98,0.0,103.2,55,43,1,0,0.0933,1.0258
1186,-5.55,1.16,0.0,0.0,103.2,55,43,0,0,0.0931,0.7802
1187,88.6,1.37,0.02,0.0,112.8,61,47,1,0,0.0929,0.9601
1188,-18.2,1.46,1.1,0.02,110.4,62,46,4,2,0.0927,1.8201
1189,-64.65,1.36,0.0,0.0,93.6,49,39,0,0,0.0925,0.8334
1190,36.05,1.11,0.02,0.3,93.6,50,39,1,1,0.0923,1.0121
1191,285.35,1.02,0.07,0.0,108.0,56,45,3,0,0.0921,1.1542
1192,4.6,1.54,0.77,0.0,117.6,66,49,1,0,0.092,1.1228
1193,52.65,1.55,0.02,0.0,100.8,52,42,1,0,0.0918,0.8244
1194,104.25,1.43,0.02,0.0,93.6,50,39,2,0,0.0916,1.0144
1195,47.3,1.54,0.0,0.02,108.0,61,45,0,1,0.0914,1.095
1196,-714.4,1.79,5.67,2.23,110.4,62,46,1,1,0.0912,1.4037
1197,-50.6,1.15,0.85,0.0,93.6,53,39,1,0,0.091,0.8301
1198,-7.35,1.44,0.0,0.0,112.8,59,47,0,0,0.0909,0.873
1199,-540.55,1.93,2.84,1.0,100.8,58,42,2,2,0.0907,1.825
1200,-168.8,2.39,0.32,1.22,105.6,60,44,2,2,0.0905,1.5609
1201,64.15,1.75,0.0,0.02,96.0,51,40,0,1,0.0903,0.8704
1202,606.8,1.4,0.02,0.02,115.2,60,48,2,2,0.0901,1.3902
1203,208.65,1.7,0.69,0.49,103.2,55,43,3,3,0.09,2.0707
1204,-393.75,1.98,0.0,0.0,110.4,62,46,0,0,0.0898,1.1749
1205,-85.65,1.65,0.0,0.95,88.8,48,37,0,1,0.0896,0.992
1206,93.55,1.2,1.06,0.02,96.0,55,40,5,1,0.0894,1.5854
1207,-1.7,1.25,0.68,0.0,100.8,56,42,2,0,0.0892,1.1747
1208,-335.8,1.48,1.78,0.0,112.8,65,47,1,0,0.0891,1.1354
1209,132.5,1.37,0.59,0.02,96.0,56,40,2,1,0.0889,1.2066
1210,-81.6,1.42,0.0,0.0,103.2,55,43,0,0,0.0887,0.8336
1211,321.0,1.31,0.08,0.02,108.0,57,45,1,1,0.0885,1.0349
1212,-122.8,2.26,0.89,0.0,112.8,63,47,3,0,0.0884,1.3779
1213,206.2,1.25,0.7,0.02,103.2,57,43,1,1,0.0882,1.0464
1214,111.35,1.22,0.0,0.86,110.4,60,46,0,3,0.088,1.5809
1215,356.55,1.03,0.02,0.02,112.8,62,47,1,1,0.0878,1.0155
1216,-117.15,1.37,1.55,0.0,120.0,64,50,2,0,0.0876,1.2671
1217,-15.3,1.9,0.0,0.02,88.8,49,37,0,1,0.0875,0.8527
1218,331.3,1.23,0.0,0.02,105.6,54,44,0,2,0.0873,1.3305
1219,158.85,1.45,0.0,0.32,108.0,58,45,0,1,0.0871,1.077
1220,47.05,1.8,0.0,0.67,112.8,65,47,0,1,0.0869,1.125
1221,-209.15,1.31,1.76,0.0,103.2,55,43,2,0,0.0868,1.105
1222,-59.1,1.81,0.43,1.42,103.2,53,43,1,1,0.0866,1.2898
1223,-23.0,1.49,0.0,0.0,108.0,60,45,0,0,0.0864,0.7473
1224,94.45,1.82,0.99,0.02,110.4,61,46,3,1,0.0863,1.3445
1225,122.3,1.17,0.03,0.0,96.0,52,40,2,0,0.0861,0.8242
1226,-218.15,1.22,0.24,0.0,93.6,55,39,2,0,0.0859,1.2389
1227,-122.9,1.57,1.62,0.02,98.4,55,41,3,1,0.0857,1.4912
1228,-107.15,1.72,1.22,0.0,115.2,66,48,1,0,0.0856,0.9709
1229,-182.95,1.71,1.12,0.0,86.4,49,36,1,0,0.0854,0.8798
1230,-2518.9,2.61,4.16,2.31,84.0,48,35,4,4,0.0852,2.8888
1231,151.0,1.62,0.0,0.33,112.8,62,47,0,1,0.0851,1.1721
1232,-7.95,1.78,0.89,0.0,112.8,64,47,2,0,0.0849,1.0957
1233,-92.5,1.27,1.37,0.02,96.0,50,40,5,1,0.0847,1.5712
1234,187.35,1.84,0.34,0.02,103.2,53,43,3,1,0.0845,1.5249
1235,118.25,1.29,0.02,0.0,112.8,62,47,1,0,0.0844,0.9155
1236,-611.4,1.93,0.41,1.05,110.4,62,46,3,1,0.0842,1.5782
1237,-42.95,1.38,0.02,1.52,105.6,57,44,1,1,0.084,1.1706
1238,-106.8,1.36,0.0,0.0,96.0,51,40,0,0,0.0839,0.8208
1239,-198.0,1.31,1.38,1.38,108.0,57,45,2,2,0.0837,1.6894
1240,-300.7,1.55,0.0,0.0,115.2,66,48,0,0,0.0835,0.9587
1241,182.8,1.72,0.02,0.22,98.4,56,41,1,1,0.0834,1.2338
1242,-85.45,1.39,0.62,0.02,91.2,51,38,3,2,0.0832,1.6798
1243,180.4,1.22,0.24,0.0,108.0,57,45,2,0,0.083,1.0395
1244,24.3,1.62,0.0,0.28,115.2,64,48,0,1,0.0829,1.0209
1245,66.4,2.06,0.67,0.02,96.0,51,40,2,1,0.0827,1.2005
1246,18.3,1.24,0.02,0.0,98.4,53,41,1,0,0.0825,1.035
1247,161.6,1.4,0.1,0.0,108.0,59,45,2,0,0.0824,0.9219
1248,546.4,2.04,0.02,0.02,115.2,64,48,1,3,0.0822,1.4427
1249,-102.95,1.82,0.0,0.0,100.8,52,42,0,0,0.082,0.7977
1250,37.6,1.25,0.02,0.0,103.2,52,43,1,0,0.0819,1.045
1251,348.65,1.53,0.02,0.48,100.8,56,42,1,3,0.0817,1.45
1252,-14.3,1.68,0.0,0.0,122.4,66,51,0,0,0.0816,0.8979
1253,-50.1,1.27,0.0,0.0,93.6,49,39,0,0,0.0814,0.6961
1254,17.4,1.59,0.97,0.02,93.6,50,39,2,1,0.0812,1.2414
1255,70.15,1.33,0.0,0.0,117.6,61,49,0,0,0.0811,0.763
1256,265.4,2.27,0.11,0.02,115.2,64,48,2,1,0.0809,1.2851
1257,277.55,1.36,0.18,0.02,79.2,44,33,4,1,0.0807,1.1614
1258,-6.05,0.99,0.0,0.0,100.8,53,42,0,0,0.0806,1.0179
1259,100.2,1.16,2.62,0.02,110.4,60,46,1,1,0.0804,1.1998
1260,259.05,1.91,0.71,0.38,112.8,60,47,4,2,0.0803,1.8167
1261,-133.9,1.5,1.47,0.0,108.0,59,45,1,0,0.0801,1.0771
1262,24.75,1.24,0.08,0.0,93.6,54,39,1,0,0.0799,0.9156
1263,-1465.4,2.38,1.98,1.19,96.0,55,40,2,4,0.0798,2.6446
1264,-18.4,1.76,0.0,0.0,124.8,66,52,0,0,0.0796,0.9184
1265,-393.2,1.11,0.0,1.46,103.2,58,43,0,2,0.0795,1.3724
1266,38.0,1.19,1.62,0.02,100.8,53,42,2,1,0.0793,1.4376
1267,-4.4,1.11,1.13,0.0,110.4,60,46,4,0,0.0791,1.2881
1268,-13.35,1.8,0.0,0.0,120.0,64,50,0,0,0.079,0.9151
1269,-509.8,1.3,1.46,1.77,96.0,52,40,5,1,0.0788,1.8478
1270,-91.1,1.18,0.0,0.0,98.4,53,41,0,0,0.0787,0.8083
1271,284.3,1.14,0.02,0.0,120.0,61,50,2,0,0.0785,1.0217
1272,103.85,2.15,0.21,0.75,110.4,63,46,2,1,0.0784,1.2121
1273,311.85,1.49,0.02,0.3,110.4,60,46,1,2,0.0782,1.2029
1274,-48.35,1.31,0.0,0.0,110.4,58,46,0,0,0.078,0.8925
1275,-544.8,2.04,1.68,1.28,100.8,57,42,3,2,0.0779,1.7839
1276,-39.85,1.99,0.0,0.77,117.6,66,49,0,1,0.0777,1.2267
1277,60.15,1.28,0.0,0.0,112.8,58,47,0,0,0.0776,0.8421
1278,138.3,1.06,0.02,0.84,100.8,52,42,1,3,0.0774,1.6673
1279,48.7,1.05,0.0,0.72,112.8,62,47,0,1,0.0773,1.0853
1280,23.9,1.61,0.48,0.0,120.0,65,50,1,0,0.0771,1.0393
1281,-128.4,1.26,0.45,0.76,86.4,51,36,1,2,0.077,1.459
1282,-128.05,1.36,0.0,1.02,96.0,52,40,0,1,0.0768,1.1276
1283,94.25,1.19,0.53,0.0,103.2,58,43,2,0,0.0766,0.9922
1284,99.65,1.82,1.05,0.02,112.8,65,47,2,1,0.0765,1.2976
1285,-56.1,1.7,0.0,0.0,100.8,52,42,0,0,0.0763,0.8975
1286,127.1,1.42,0.0,0.02,105.6,59,44,0,1,0.0762,1.1041
1287,102.55,1.49,0.22,0.57,112.8,60,47,1,1,0.076,1.1659
1288,-27.65,1.82,0.0,0.0,124.8,64,52,0,0,0.0759,0.9192
1289,-124.8,1.68,0.0,0.02,79.2,44,33,0,1,0.0757,0.987
1290,147.45,1.06,1.89,0.44,103.2,56,43,2,3,0.0756,1.7158
1291,95.8,1.43,0.0,0.43,103.2,57,43,0,1,0.0754,0.9997
1292,193.95,1.56,0.4,0.02,115.2,65,48,1,1,0.0753,1.0444
1293,-23.3,2.33,0.0,0.02,88.8,51,37,0,1,0.0751,1.001
1294,77.1,1.66,0.0,0.02,96.0,54,40,0,1,0.075,0.9886
1295,-30.25,1.32,0.0,0.0,112.8,59,47,0,0,0.0748,0.9033
1296,137.35,1.3,0.02,0.0,127.2,70,53,2,0,0.0747,1.0306
1297,31.95,1.11,0.35,0.0,103.2,56,43,1,0,0.0745,0.8599
1298,-208.3,1.38,0.0,0.0,81.6,46,34,0,0,0.0744,0.742
1299,274.45,1.38,0.72,0.02,110.4,61,46,4,1,0.0742,1.4994
1300,-222.05,1.68,0.46,1.43,110.4,63,46,2,1,0.0741,1.4394
1301,28.55,2.16,1.0,0.02,98.4,54,41,1,1,0.0739,1.0688
1302,-218.15,1.25,0.0,0.0,86.4,49,36,0,0,0.0738,0.6846
1303,72.8,1.49,0.02,0.0,105.6,58,44,1,0,0.0736,0.8653
1304,-58.35,1.67,0.0,0.0,120.0,64,50,0,0,0.0735,0.8668
1305,-244.75,1.79,0.02,0.0,88.8,51,37,2,0,0.0733,1.0067
1306,-152.5,1.27,0.0,0.0,93.6,51,39,0,0,0.0732,0.7631
1307,-69.3,1.4,1.46,0.0,112.8,58,47,3,0,0.073,1.1763
1308,-44.75,1.67,0.62,0.0,115.2,67,48,1,0,0.0729,0.9096
1309,-342.35,1.43,0.0,0.0,98.4,55,41,0,0,0.0728,0.8799
1310,-70.65,1.41,0.0,0.0,100.8,51,42,0,0,0.0726,0.7639
1311,-882.3,1.53,1.28,3.95,103.2,54,43,6,1,0.0725,2.0375
1312,116.75,1.84,0.0,0.02,112.8,64,47,0,1,0.0723,0.9521
1313,47.8,1.33,0.42,0.0,103.2,57,43,1,0,0.0722,0.877
1314,485.95,1.11,0.33,0.02,93.6,53,39,3,2,0.072,1.3212
1315,44.1,1.41,0.02,0.0,100.8,57,42,1,0,0.0719,0.8111
1316,-13.35,1.8,0.0,0.0,122.4,64,51,0,0,0.0717,0.7745
1317,117.35,1.52,1.06,0.02,96.0,55,40,3,3,0.0716,1.6649
1318,-75.35,1.39,0.0,0.0,91.2,50,38,0,0,0.0715,0.742
1319,-66.2,1.82,0.0,0.0,112.8,62,47,0,0,0.0713,0.7415
1320,-411.1,2.52,0.3,1.51,108.0,61,45,2,3,0.0712,1.9249
1321,-53.4,1.56,0.0,0.0,100.8,52,42,0,0,0.071,0.745
1322,32.8,1.15,2.03,0.02,93.6,53,39,1,1,0.0709,1.1244
1323,-767.05,2.07,1.26,0.98,93.6,57,39,3,3,0.0707,2.1292
1324,195.3,1.71,0.0,0.02,122.4,65,51,0,1,0.0706,1.0983
1325,108.45,1.62,0.0,0.02,105.6,55,44,0,1,0.0705,0.9487
1326,15.05,1.39,0.63,0.0,103.2,58,43,3,0,0.0703,1.443
1327,-138.45,1.1,2.88,0.0,110.4,61,46,1,0,0.0702,0.925
1328,-21.35,1.64,0.0,0.0,115.2,63,48,0,0,0.07,0.8379
1329,207.8,1.42,0.02,0.02,93.6,52,39,1,1,0.0699,0.9542
1330,-1.7,1.81,0.0,0.02,86.4,48,36,0,1,0.0698,0.9684
1331,-416.4,1.48,0.0,2.95,103.2,59,43,0,1,0.0696,1.2256
1332,-211.45,1.92,1.63,0.57,110.4,62,46,4,3,0.0695,2.262
1333,-76.45,1.7,0.0,0.0,96.0,52,40,0,0,0.0693,0.7973
1334,151.45,1.42,0.0,0.02,100.8,53,42,0,1,0.0692,1.0911
1335,-503.3,1.69,2.42,1.23,105.6,57,44,2,4,0.0691,2.3117
1336,110.6,2.01,0.0,0.02,110.4,64,46,0,1,0.0689,1.0656
1337,-26.65,1.2,0.77,0.0,103.2,56,43,3,0,0.0688,1.1753
1338,138.9,1.1,0.0,0.51,98.4,53,41,0,2,0.0687,1.292
1339,-36.25,1.5,0.02,1.21,105.6,56,44,1,2,0.0685,1.5388
1340,77.3,1.61,0.02,0.0,127.2,67,53,1,0,0.0684,1.0037
1341,-401.1,1.5,1.7,0.0,91.2,54,38,4,0,0.0682,1.2868
1342,142.3,1.56,0.0,0.02,100.8,54,42,0,1,0.0681,1.0023
1343,31.05,1.09,0.0,0.0,115.2,62,48,0,0,0.068,0.7296
1344,16.4,1.54,0.97,0.0,120.0,65,50,1,0,0.0678,1.0251
1345,-182.85,1.61,0.0,1.57,103.2,55,43,0,1,0.0677,1.1699
1346,-172.5,1.56,1.53,0.0,105.6,56,44,1,0,0.0676,1.01
1347,184.0,1.49,1.67,0.3,108.0,60,45,3,3,0.0674,1.78
1348,-68.9,2.14,0.0,0.0,115.2,66,48,0,0,0.0673,0.8836
1349,-422.15,1.83,0.0,2.45,93.6,53,39,0,1,0.0672,1.2319
1350,-89.5,1.14,0.0,0.93,91.2,51,38,0,1,0.067,1.1054
1351,5.8,1.43,0.0,0.77,100.8,59,42,0,1,0.0669,0.9252
1352,-166.15,1.6,0.02,1.93,112.8,65,47,1,1,0.0668,1.2081
1353,102.6,1.3,0.4,0.0,98.4,54,41,2,0,0.0666,0.8962
1354,-347.15,1.15,0.0,2.58,96.0,51,40,0,1,0.0665,1.201
1355,-157.35,1.66,0.37,0.02,105.6,61,44,1,1,0.0664,1.4208
1356,16.1,1.75,1.43,0.02,110.4,60,46,1,1,0.0662,1.1871
1357,-226.55,1.68,0.0,0.0,88.8,49,37,0,0,0.0661,0.7356
1358,-11.8,1.11,0.0,0.02,103.2,59,43,0,1,0.066,1.0691
1359,-516.2,1.27,1.7,0.02,91.2,56,38,5,1,0.0658,1.7167
