episode,reward,avg_wait_time,avg_ambulance_wait,avg_firetruck_wait,throughput_per_min,total_spawned,total_cleared,ambulance_cleared,firetruck_cleared,epsilon,mean_td_error
335,163.95,1.14,0.02,0.0,115.2,60,48,1,0,0.5114,1.0389
336,-410.15,1.88,2.92,1.47,112.8,58,47,1,1,0.5103,1.508
337,164.4,1.11,0.0,0.18,103.2,57,43,0,1,0.5093,1.0429
338,-29.9,1.37,0.93,0.0,103.2,56,43,2,0,0.5083,1.3117
339,202.9,1.37,0.02,0.0,105.6,59,44,2,0,0.5073,1.0879
340,192.0,1.62,0.0,0.02,117.6,66,49,0,1,0.5063,1.2366
341,-92.4,2.21,0.02,1.12,98.4,56,41,1,1,0.5053,1.3542
342,110.6,1.44,1.0,0.25,103.2,55,43,2,1,0.5042,1.6663
343,109.8,0.93,0.0,0.0,115.2,55,48,0,0,0.5032,0.9044
344,-733.55,1.81,0.0,2.11,100.8,60,42,0,3,0.5022,1.9142
345,-112.75,1.82,1.27,0.02,100.8,55,42,2,1,0.5012,1.5166
346,151.15,1.99,0.02,0.02,98.4,53,41,1,1,0.5002,1.1881
347,253.65,1.39,0.96,0.02,115.2,59,48,3,1,0.4992,1.6112
348,-81.55,2.01,0.96,0.0,117.6,64,49,4,0,0.4982,1.4766
349,19.4,1.69,0.02,0.0,96.0,52,40,1,0,0.4972,0.999
350,-35.6,1.24,0.02,0.0,96.0,54,40,1,0,0.4962,0.9742
351,-313.1,1.69,0.0,0.0,105.6,58,44,0,0,0.4952,1.1123
352,62.0,1.89,0.02,0.0,112.8,63,47,1,0,0.4943,1.0197
353,107.65,1.11,0.36,0.0,110.4,58,46,2,0,0.4933,1.1728
354,166.1,1.96,0.02,0.02,91.2,50,38,2,1,0.4923,1.2415
355,-57.1,1.61,1.37,0.0,100.8,57,42,1,0,0.4913,0.983
356,-387.6,2.23,2.32,0.0,110.4,62,46,2,0,0.4903,1.3979
357,181.0,1.44,0.02,0.0,108.0,58,45,2,0,0.4893,0.9798
358,131.7,1.4,0.02,0.97,100.8,52,42,2,1,0.4884,1.4722
359,-3.15,1.44,0.0,0.0,112.8,61,47,0,0,0.4874,0.9338
360,-0.7,1.93,0.22,0.02,117.6,65,49,1,1,0.4864,1.343
361,79.05,1.82,0.02,0.02,88.8,47,37,1,1,0.4854,1.1971
362,422.7,1.06,0.08,0.0,108.0,56,45,5,0,0.4845,1.4215
363,-216.45,1.42,1.88,0.42,108.0,61,45,2,2,0.4835,1.9721
364,150.45,1.9,0.0,0.02,117.6,67,49,0,1,0.4825,1.2777
365,-62.85,1.23,0.0,0.0,96.0,53,40,0,0,0.4816,0.8836
366,326.25,1.06,0.02,0.47,100.8,57,42,1,2,0.4806,1.3787
367,229.95,1.22,0.0,0.02,108.0,57,45,0,1,0.4796,0.9968
368,-175.15,2.45,1.18,1.22,115.2,63,48,1,1,0.4787,1.5175
369,-1059.85,1.46,1.48,2.21,93.6,50,39,2,2,0.4777,1.9763
370,-26.9,1.35,0.0,0.0,103.2,53,43,0,0,0.4768,0.9152
371,105.3,1.33,0.02,0.0,103.2,57,43,1,0,0.4758,1.0144
372,-51.95,1.82,1.1,0.0,117.6,64,49,3,0,0.4749,1.2552
373,215.15,1.54,0.02,0.0,103.2,56,43,3,0,0.4739,1.1608
374,176.95,1.36,0.0,0.02,108.0,56,45,0,1,0.473,1.1278
375,721.65,1.45,0.13,0.02,115.2,61,48,4,2,0.472,1.7646
376,560.6,1.62,0.0,0.07,124.8,67,52,0,3,0.4711,1.5474
377,-85.15,1.68,1.03,0.0,105.6,58,44,2,0,0.4701,1.1869
378,-1460.4,1.83,4.68,2.51,88.8,52,37,1,3,0.4692,2.6335
379,82.75,1.45,0.02,0.0,115.2,59,48,1,0,0.4682,1.0335
380,-94.05,1.92,1.22,0.0,112.8,65,47,1,0,0.4673,1.1664
381,-180.4,1.29,0.89,0.02,100.8,55,42,3,1,0.4664,1.7582
382,117.0,1.27,0.02,0.0,98.4,52,41,2,0,0.4654,1.2141
383,-39.95,1.94,0.68,0.0,105.6,58,44,1,0,0.4645,1.0148
384,-911.35,1.84,0.0,1.23,112.8,63,47,0,2,0.4636,1.7902
385,-50.5,1.23,0.0,0.0,103.2,53,43,0,0,0.4627,0.9651
386,-57.15,1.47,0.02,0.0,93.6,51,39,1,0,0.4617,0.9323
387,-285.15,1.73,1.21,0.0,100.8,57,42,6,0,0.4608,1.7207
388,-35.7,1.94,0.0,0.0,122.4,63,51,0,0,0.4599,1.0281
389,-226.2,1.94,2.65,0.0,100.8,57,42,1,0,0.459,1.1293
390,-398.45,1.35,1.34,0.0,96.0,54,40,3,0,0.458,1.5014
391,130.85,1.18,0.22,0.0,103.2,57,43,2,0,0.4571,1.2566
392,254.9,1.88,0.02,0.02,122.4,65,51,1,1,0.4562,1.2939
393,-396.4,1.49,1.32,0.0,91.2,53,38,3,0,0.4553,1.343
394,86.8,1.62,0.02,0.0,96.0,54,40,2,0,0.4544,1.1625
395,236.7,1.05,0.0,0.02,108.0,57,45,0,1,0.4535,1.0771
396,-227.1,1.77,1.13,1.06,110.4,60,46,4,2,0.4526,2.0066
397,-151.15,1.77,0.0,0.0,91.2,46,38,0,0,0.4517,0.8544
398,128.35,2.09,0.6,0.02,96.0,52,40,2,1,0.4508,1.3673
399,-2127.7,2.18,5.28,3.48,86.4,52,36,1,3,0.4499,2.6959
400,221.5,1.73,0.45,0.02,112.8,63,47,1,1,0.449,1.2308
401,199.4,1.18,0.02,0.02,93.6,54,39,1,1,0.4481,1.032
402,-19.5,1.07,0.02,0.98,103.2,53,43,1,3,0.4472,2.0865
403,120.15,1.12,0.27,0.0,105.6,57,44,2,0,0.4463,1.1473
404,-311.5,1.72,3.05,1.58,117.6,64,49,1,1,0.4454,1.6491
405,342.65,1.51,0.02,0.02,100.8,52,42,1,2,0.4445,1.2506
406,-44.9,1.25,0.0,0.0,105.6,57,44,0,0,0.4436,1.0021
407,-18.7,1.34,0.0,0.0,115.2,59,48,0,0,0.4427,0.8311
408,76.65,1.72,0.02,0.0,112.8,63,47,1,0,0.4418,0.9323
409,100.15,1.13,0.02,0.0,93.6,53,39,1,0,0.441,0.8779
410,133.15,1.28,0.02,0.0,110.4,61,46,1,0,0.4401,0.9327
411,79.25,1.6,0.9,0.02,98.4,54,41,2,1,0.4392,1.3613
412,190.95,1.92,0.78,0.02,115.2,63,48,2,1,0.4383,1.3566
413,186.65,1.9,0.27,0.58,110.4,63,46,1,3,0.4374,1.8587
414,276.7,2.28,0.02,0.6,105.6,57,44,1,4,0.4366,1.9834
415,90.2,1.48,0.48,0.0,110.4,62,46,1,0,0.4357,1.0846
416,-22.4,1.89,0.0,0.0,122.4,66,51,0,0,0.4348,1.2037
417,306.85,1.23,0.12,0.02,108.0,58,45,2,1,0.4339,1.3068
418,491.95,0.87,0.02,0.02,98.4,51,41,1,2,0.4331,1.5477
419,165.6,1.2,0.02,0.0,110.4,61,46,1,0,0.4322,0.9557
420,23.95,1.61,0.25,0.72,110.4,62,46,1,2,0.4313,1.6825
421,28.35,1.67,0.57,0.13,98.4,50,41,2,1,0.4305,1.4204
422,-80.5,1.4,0.97,0.0,96.0,54,40,1,0,0.4296,1.1655
423,-830.8,2.16,4.21,0.62,96.0,56,40,3,3,0.4288,2.3456
424,168.95,1.67,0.03,0.0,117.6,64,49,2,0,0.4279,1.2506
425,-2.65,1.62,0.02,0.0,96.0,55,40,1,0,0.4271,0.9124
426,-523.55,1.31,0.42,1.93,105.6,59,44,1,2,0.4262,1.9026
427,162.2,1.43,0.0,0.02,112.8,59,47,0,1,0.4253,1.182
428,4.95,1.6,0.0,0.0,122.4,66,51,0,0,0.4245,0.9882
429,502.7,2.84,0.43,0.07,76.8,44,32,3,5,0.4236,2.3033
430,169.2,1.23,0.7,0.02,100.8,53,42,1,1,0.4228,1.2107
431,40.4,1.47,0.0,0.0,112.8,61,47,0,0,0.422,0.8393
432,600.75,2.07,0.02,0.02,108.0,63,45,2,3,0.4211,1.7382
433,-53.3,1.65,0.0,0.0,110.4,55,46,0,0,0.4203,0.9553
434,19.1,1.35,0.02,0.0,96.0,52,40,1,0,0.4194,1.0885
435,-792.15,1.99,2.95,0.61,103.2,58,43,1,2,0.4186,1.8973
436,47.2,1.32,0.0,0.0,127.2,68,53,0,0,0.4177,1.0434
437,47.0,1.22,0.0,0.02,91.2,49,38,0,1,0.4169,1.0414
438,26.6,0.95,0.02,0.87,96.0,53,40,1,2,0.4161,1.5679
439,-340.25,1.25,1.48,2.48,108.0,56,45,1,1,0.4152,1.4176
440,126.2,1.54,0.0,0.02,120.0,66,50,0,1,0.4144,1.377
441,314.75,1.55,0.19,0.02,105.6,56,44,2,1,0.4136,1.4943
442,-25.4,1.34,0.0,0.0,105.6,56,44,0,0,0.4128,0.984
443,-152.35,1.83,0.27,1.25,105.6,58,44,1,2,0.4119,1.8369
444,295.25,1.48,0.04,0.0,120.0,65,50,3,0,0.4111,1.376
445,-84.3,1.43,0.0,0.0,100.8,54,42,0,0,0.4103,1.0599
446,-226.6,1.06,0.0,0.0,100.8,54,42,0,0,0.4095,0.958
447,247.65,1.52,0.41,0.18,98.4,58,41,2,2,0.4087,1.5097
448,-27.3,1.77,0.95,0.0,115.2,63,48,2,0,0.4078,1.1493
449,178.3,0.75,0.0,0.02,96.0,51,40,0,1,0.407,0.9501
450,-608.05,1.5,1.93,0.0,98.4,51,41,3,0,0.4062,1.5587
451,66.6,1.04,0.0,0.0,110.4,59,46,0,0,0.4054,1.0162
452,392.9,1.74,0.02,0.02,120.0,66,50,2,1,0.4046,1.2647
453,-256.15,1.86,0.68,1.11,93.6,53,39,2,3,0.4038,2.1188
454,292.7,1.3,0.0,0.02,91.2,47,38,0,2,0.403,1.2532
455,166.05,1.07,0.02,0.0,115.2,59,48,1,0,0.4022,1.0695
456,-1810.15,1.82,1.82,2.78,100.8,61,42,3,1,0.4014,2.5869
457,35.6,1.34,0.44,0.0,100.8,52,42,2,0,0.4006,1.0912
458,231.5,1.21,0.0,0.02,112.8,60,47,0,1,0.3997,1.1571
459,130.6,1.63,0.1,0.65,100.8,56,42,4,2,0.3989,1.8271
460,-131.4,2.28,0.0,0.82,112.8,62,47,0,1,0.3982,1.5157
461,-21.65,1.57,0.0,0.0,110.4,56,46,0,0,0.3974,0.8527
462,-858.05,1.52,2.33,1.18,91.2,51,38,5,1,0.3966,2.0429
463,251.75,1.24,0.0,0.02,115.2,62,48,0,1,0.3958,1.1589
464,-33.5,1.84,0.0,0.0,117.6,66,49,0,0,0.395,0.9219
465,-151.0,1.54,0.77,0.0,93.6,53,39,2,0,0.3942,1.0527
466,-79.15,1.29,0.0,0.0,105.6,54,44,0,0,0.3934,0.8409
467,-99.95,1.64,0.0,1.16,110.4,59,46,0,2,0.3926,1.6018
468,538.4,1.55,1.44,0.02,115.2,60,48,2,4,0.3918,1.9736
469,-60.9,1.53,0.0,0.0,98.4,51,41,0,0,0.391,0.8807
470,-51.6,1.09,0.0,0.0,96.0,50,40,0,0,0.3903,0.9167
471,24.4,1.59,0.02,1.22,103.2,59,43,3,3,0.3895,2.1833
472,18.7,1.71,0.0,0.0,124.8,66,52,0,0,0.3887,1.0507
473,23.7,1.45,0.02,0.0,98.4,49,41,1,0,0.3879,0.9188
474,-741.05,1.37,2.27,1.62,93.6,54,39,2,2,0.3871,1.947
475,90.7,1.56,0.02,0.0,110.4,61,46,1,0,0.3864,1.0081
476,169.0,1.76,0.02,0.0,117.6,64,49,2,0,0.3856,1.0975
477,-150.25,0.78,1.03,0.8,81.6,43,34,2,1,0.3848,1.3954
478,-86.4,1.51,0.0,0.0,100.8,54,42,0,0,0.3841,0.8736
479,118.6,1.24,0.02,0.0,108.0,63,45,1,0,0.3833,0.8732
480,-98.3,1.72,0.0,0.02,120.0,65,50,0,1,0.3825,1.194
481,-117.85,1.84,0.48,1.62,103.2,55,43,2,1,0.3818,1.3732
482,300.5,1.51,0.0,0.02,93.6,50,39,0,2,0.381,1.3694
483,145.5,1.21,0.02,0.0,108.0,58,45,1,0,0.3802,1.0751
484,161.15,1.65,0.33,0.55,115.2,66,48,1,1,0.3795,1.3123
485,179.35,1.65,0.0,0.02,103.2,56,43,0,1,0.3787,1.0268
486,458.1,1.21,0.02,0.8,112.8,63,47,4,1,0.378,1.6699
487,42.1,1.2,0.0,0.0,112.8,57,47,0,0,0.3772,1.0105
488,-3.95,1.66,0.42,0.0,115.2,66,48,1,0,0.3764,1.1313
489,-634.55,1.75,1.37,2.93,93.6,52,39,3,1,0.3757,1.6727
490,-120.3,1.13,0.8,0.0,93.6,54,39,2,0,0.3749,1.159
491,287.9,1.06,0.0,0.02,112.8,62,47,0,1,0.3742,1.2187
492,178.7,1.89,0.54,0.18,120.0,66,50,2,1,0.3734,1.4042
493,-68.85,1.61,0.0,0.0,103.2,56,43,0,0,0.3727,0.9216
494,-7.7,1.59,0.02,0.0,96.0,52,40,1,0,0.372,1.0347
495,-18.25,1.62,1.36,0.02,103.2,58,43,3,1,0.3712,1.527
496,74.45,1.68,0.02,0.0,124.8,68,52,1,0,0.3705,1.021
497,-17.85,1.55,0.82,0.0,100.8,56,42,1,0,0.3697,0.9681
498,-1069.75,2.22,0.0,1.99,79.2,44,33,0,3,0.369,1.9338
499,72.75,1.59,0.0,0.33,105.6,60,44,0,1,0.3682,1.3254
500,151.95,1.81,0.36,0.0,115.2,64,48,3,0,0.3675,1.1371
501,-144.95,1.9,0.68,0.0,81.6,50,34,3,0,0.3668,1.2399
502,12.9,1.37,0.7,1.12,96.0,52,40,2,1,0.366,1.3162
503,56.05,1.22,1.27,0.0,105.6,57,44,1,0,0.3653,1.0945
504,-108.85,1.91,1.89,0.02,105.6,61,44,3,2,0.3646,1.7825
505,-294.95,1.71,3.08,0.0,91.2,52,38,1,0,0.3639,1.0549
506,-13.05,1.31,0.0,0.0,100.8,53,42,0,0,0.3631,0.8866
507,-400.0,1.33,1.26,1.57,98.4,56,41,4,1,0.3624,1.6652
508,-79.7,1.73,1.02,0.0,108.0,62,45,1,0,0.3617,1.1465
509,340.5,1.59,0.0,0.02,108.0,56,45,0,2,0.3609,1.1489
510,-162.05,1.11,0.0,0.0,88.8,49,37,0,0,0.3602,0.8683
511,35.1,1.41,0.0,0.0,117.6,59,49,0,0,0.3595,0.862
512,30.9,2.01,0.02,0.8,115.2,65,48,1,1,0.3588,1.3865
513,466.05,1.09,0.02,0.47,105.6,56,44,3,2,0.3581,1.4512
514,176.7,1.45,0.32,0.0,105.6,57,44,3,0,0.3574,1.332
515,-39.4,1.74,0.0,0.0,108.0,57,45,0,0,0.3566,0.9547
516,-568.6,1.83,0.15,0.86,112.8,63,47,1,2,0.3559,1.8228
517,159.45,1.28,0.0,0.02,105.6,58,44,0,1,0.3552,1.2857
518,-137.8,1.27,0.0,0.0,86.4,48,36,0,0,0.3545,0.984
519,40.35,1.68,0.58,0.0,100.8,58,42,4,0,0.3538,1.3616
520,227.2,2.22,0.29,0.02,117.6,64,49,2,1,0.3531,1.4204
521,94.45,1.64,0.02,0.0,110.4,59,46,1,0,0.3524,1.1254
522,-441.65,0.94,0.59,1.83,100.8,56,42,4,3,0.3517,2.4455
523,-23.25,1.67,0.0,0.0,108.0,57,45,0,0,0.351,0.8906
524,-41.65,1.45,0.93,0.0,120.0,65,50,2,0,0.3503,1.2787
525,-29.45,1.23,0.28,0.0,96.0,56,40,3,0,0.3496,1.2336
526,114.55,1.26,0.0,0.42,105.6,54,44,0,1,0.3489,1.2096
527,56.6,1.04,0.0,0.0,112.8,61,47,0,0,0.3482,0.9027
528,-113.6,2.14,0.0,1.11,117.6,66,49,0,2,0.3475,1.3994
529,60.7,1.61,0.0,0.02,103.2,57,43,0,1,0.3468,1.3002
530,-121.0,1.39,0.0,0.0,96.0,53,40,0,0,0.3461,0.9128
531,-962.05,2.05,1.43,2.65,103.2,56,43,4,2,0.3454,2.4216
532,-274.35,1.84,0.0,0.35,117.6,65,49,0,1,0.3447,1.2975
533,-242.7,1.55,3.08,0.0,100.8,53,42,1,0,0.344,0.9902
534,-819.1,1.57,2.12,0.72,96.0,53,40,3,5,0.3433,2.8293
535,141.55,1.6,0.0,0.02,103.2,56,43,0,1,0.3426,1.0018
536,-211.9,1.78,2.68,0.0,117.6,64,49,1,0,0.342,1.1561
537,175.55,1.83,0.02,0.02,91.2,49,38,1,1,0.3413,1.0857
538,-79.55,1.14,0.0,0.0,105.6,54,44,0,0,0.3406,0.9057
539,58.0,1.19,0.0,0.0,115.2,61,48,0,0,0.3399,0.8308
540,-58.2,1.59,0.94,0.78,108.0,62,45,4,1,0.3392,1.6674
541,342.75,1.15,0.02,0.02,105.6,58,44,1,1,0.3386,1.147
542,90.75,1.31,0.28,0.0,105.6,58,44,1,0,0.3379,0.9923
543,-993.6,2.14,0.18,1.58,91.2,54,38,1,1,0.3372,1.7949
544,222.9,1.61,0.73,0.02,117.6,65,49,1,1,0.3365,1.3434
545,14.35,1.17,0.85,0.0,98.4,52,41,1,0,0.3358,0.9018
546,-149.15,1.29,1.46,0.0,103.2,57,43,3,0,0.3352,1.4238
547,167.85,1.04,0.02,0.0,105.6,57,44,1,0,0.3345,0.9887
548,287.3,1.12,0.02,0.0,108.0,61,45,3,0,0.3338,1.2647
549,-546.75,1.58,1.17,1.68,88.8,47,37,2,2,0.3332,1.8865
550,214.3,1.17,0.0,0.02,105.6,56,44,0,1,0.3325,1.1773
551,165.5,1.79,0.0,0.02,110.4,61,46,0,1,0.3318,1.1315
552,79.9,2.02,0.98,0.02,117.6,66,49,1,1,0.3312,1.2538
553,281.0,1.24,0.0,0.02,93.6,53,39,0,2,0.3305,1.2132
554,558.35,1.28,0.27,0.02,108.0,56,45,2,2,0.3299,1.4823
555,194.4,1.07,0.26,0.0,93.6,51,39,5,0,0.3292,1.4203
556,602.65,1.4,0.0,0.02,120.0,66,50,0,3,0.3285,1.7208
557,103.25,1.42,1.04,0.02,103.2,59,43,2,1,0.3279,1.3063
558,-1231.0,2.03,1.97,1.77,91.2,52,38,3,4,0.3272,2.7289
559,42.35,1.48,0.0,0.0,112.8,59,47,0,0,0.3266,0.9525
560,224.3,1.59,0.0,0.02,122.4,67,51,0,1,0.3259,1.3303
561,237.4,1.35,0.02,0.02,103.2,53,43,1,1,0.3253,1.2561
562,46.4,1.18,0.02,0.0,108.0,58,45,1,0,0.3246,1.0388
563,213.55,1.32,0.0,0.02,108.0,57,45,0,1,0.324,0.9427
564,291.5,2.16,1.48,0.02,117.6,67,49,1,2,0.3233,1.5161
565,72.45,1.34,0.02,0.0,103.2,53,43,1,0,0.3227,1.0469
566,-307.45,1.54,1.58,0.0,86.4,51,36,2,0,0.322,1.3251
567,25.2,1.41,0.0,0.0,112.8,61,47,0,0,0.3214,0.9458
568,125.15,1.72,0.0,0.02,117.6,64,49,0,1,0.3207,1.272
569,265.8,1.21,0.02,0.02,98.4,53,41,1,1,0.3201,1.2386
570,242.7,0.94,0.0,0.02,100.8,56,42,0,1,0.3195,1.0025
571,16.35,1.46,0.0,0.0,122.4,64,51,0,0,0.3188,1.0176
572,-55.8,1.72,0.0,0.0,112.8,65,47,0,0,0.3182,0.9819
573,100.2,2.05,0.0,0.18,98.4,54,41,0,2,0.3175,1.2514
574,89.15,1.51,0.02,0.0,98.4,53,41,2,0,0.3169,1.0157
575,55.7,1.3,0.0,0.0,115.2,62,48,0,0,0.3163,0.8271
576,-709.85,1.69,0.52,0.0,105.6,62,44,2,0,0.3156,1.4119
577,83.65,1.44,0.02,0.0,110.4,60,46,1,0,0.315,0.9726
578,289.7,0.84,0.4,0.02,103.2,56,43,1,1,0.3144,1.208
579,-365.35,1.46,1.54,0.0,110.4,61,46,3,0,0.3137,1.3842
580,98.35,1.45,0.02,0.0,115.2,65,48,1,0,0.3131,1.0464
581,211.4,1.35,0.2,0.02,93.6,55,39,1,1,0.3125,1.2025
582,-71.3,1.37,1.42,0.0,105.6,57,44,1,0,0.3119,1.1252
583,217.55,1.94,1.75,0.02,110.4,58,46,1,2,0.3112,1.5337
584,-373.35,1.99,0.0,1.72,110.4,62,46,0,1,0.3106,1.3759
585,-412.6,1.72,1.07,0.0,88.8,51,37,4,0,0.31,1.5176
586,19.5,1.15,0.02,0.0,98.4,52,41,1,0,0.3094,0.9871
587,46.85,1.57,0.02,0.0,110.4,61,46,1,0,0.3088,0.9704
588,-1711.6,2.09,2.24,2.7,103.2,60,43,2,4,0.3081,2.6351
589,3.2,1.63,0.08,0.0,96.0,50,40,1,0,0.3075,0.9213
590,283.25,1.27,0.02,0.02,100.8,55,42,1,1,0.3069,1.1333
591,-204.75,1.59,1.52,0.0,105.6,58,44,4,0,0.3063,1.4723
592,133.1,1.57,0.02,0.0,124.8,65,52,1,0,0.3057,1.031
593,284.0,1.1,0.0,0.21,100.8,56,42,0,2,0.3051,1.4805
594,-482.2,1.51,3.68,1.02,103.2,54,43,1,1,0.3045,1.3552
595,-422.05,1.78,0.0,2.65,108.0,60,45,0,1,0.3039,1.2447
596,176.75,1.51,0.02,0.0,115.2,66,48,2,0,0.3033,1.0946
597,-371.5,1.4,1.25,1.8,100.8,55,42,4,1,0.3026,1.8691
598,-1422.85,1.77,0.0,3.09,91.2,51,38,0,3,0.302,2.2532
599,11.55,1.31,0.0,0.0,105.6,60,44,0,0,0.3014,1.057
600,-3366.9,2.48,3.16,3.21,88.8,54,37,4,3,0.3008,3.2737
601,-209.2,2.15,0.0,0.67,81.6,49,34,0,1,0.3002,1.0265
602,-157.0,1.36,0.0,0.0,81.6,45,34,0,0,0.2996,0.8564
603,471.0,1.37,0.05,0.58,108.0,58,45,4,4,0.299,2.2999
604,209.95,1.64,0.0,0.02,120.0,65,50,0,1,0.2984,1.1663
605,142.9,2.33,0.0,0.02,91.2,49,38,0,2,0.2978,1.4665
606,-95.85,1.06,0.9,0.0,86.4,49,36,3,0,0.2972,1.2867
607,-400.35,1.62,0.72,0.0,100.8,56,42,4,0,0.2966,1.5616
608,69.65,1.57,0.12,0.0,112.8,64,47,2,0,0.2961,1.1245
609,318.25,1.46,0.91,0.02,96.0,52,40,2,2,0.2955,1.4782
610,9.85,1.06,0.0,0.0,108.0,56,45,0,0,0.2949,0.8981
611,355.85,1.25,0.02,0.02,115.2,62,48,1,1,0.2943,1.0955
612,-908.5,1.73,2.09,1.08,105.6,59,44,4,2,0.2937,2.2378
613,-274.6,1.18,1.73,1.13,98.4,53,41,2,1,0.2931,1.6787
614,133.75,1.28,0.02,0.0,96.0,54,40,2,0,0.2925,1.0224
615,-427.95,1.6,2.44,0.44,100.8,53,42,3,2,0.2919,2.0068
616,343.3,1.34,0.02,0.02,127.2,66,53,1,1,0.2913,1.4755
617,-52.4,1.41,0.95,0.0,98.4,54,41,1,0,0.2908,1.0506
618,274.7,1.83,0.02,0.02,98.4,52,41,3,1,0.2902,1.3039
619,63.6,1.68,0.0,0.27,105.6,61,44,0,1,0.2896,1.2151
620,-9.25,1.89,0.0,0.0,127.2,67,53,0,0,0.289,1.0433
621,-179.9,2.25,0.02,0.89,84.0,43,35,1,3,0.2884,1.5391
622,181.85,1.04,0.0,0.02,105.6,54,44,0,1,0.2879,1.1754
623,-83.4,1.5,0.0,0.0,117.6,64,49,0,0,0.2873,1.0031
624,-537.1,1.66,0.0,1.43,112.8,64,47,0,1,0.2867,1.4023
625,67.7,1.76,0.02,0.02,86.4,45,36,2,1,0.2861,1.205
626,-3.35,1.3,0.0,0.0,105.6,56,44,0,0,0.2856,0.8465
627,-144.15,1.62,1.4,0.02,108.0,59,45,4,2,0.285,1.9881
628,75.6,1.35,0.0,0.0,129.6,67,54,0,0,0.2844,0.9492
629,-103.75,1.79,0.0,0.0,100.8,54,42,0,0,0.2839,0.9501
630,188.95,1.03,0.53,0.17,86.4,46,36,2,2,0.2833,1.6322
631,115.15,0.92,0.0,0.0,115.2,62,48,0,0,0.2827,0.9034
632,-223.65,2.02,0.0,1.68,115.2,64,48,0,1,0.2822,1.3178
633,25.65,1.08,0.37,1.36,103.2,54,43,4,3,0.2816,2.2278
634,-109.9,1.14,1.12,0.0,93.6,55,39,2,0,0.281,1.1391
635,162.4,1.53,0.12,0.0,108.0,56,45,2,0,0.2805,1.0886
636,-253.2,2.05,2.11,0.18,105.6,62,44,2,1,0.2799,1.6165
637,-98.6,1.74,0.0,0.0,98.4,55,41,0,0,0.2794,0.9304
638,-1.65,1.18,0.45,0.0,81.6,48,34,1,0,0.2788,0.8863
639,-271.95,1.06,0.02,1.27,96.0,54,40,1,2,0.2782,1.5378
640,-32.95,1.52,3.02,0.48,117.6,64,49,1,2,0.2777,1.4496
641,-71.3,1.48,0.48,0.0,91.2,53,38,1,0,0.2771,0.9566
642,-1184.2,1.58,1.58,2.21,96.0,53,40,1,4,0.2766,2.5043
643,64.6,1.26,0.0,0.0,110.4,59,46,0,0,0.276,0.9737
644,-37.3,1.97,0.0,0.0,122.4,66,51,0,0,0.2755,0.9292
645,-544.7,1.77,1.18,1.55,81.6,47,34,2,2,0.2749,1.7616
646,-142.6,1.15,1.15,0.0,91.2,50,38,1,0,0.2744,0.8954
647,-210.85,1.34,0.02,2.37,105.6,60,44,1,1,0.2738,1.2495
648,-739.2,2.35,0.0,1.65,110.4,60,46,0,4,0.2733,2.2969
649,-1147.8,1.94,2.05,3.08,93.6,52,39,1,2,0.2727,2.0911
650,-47.95,1.23,0.0,0.0,105.6,56,44,0,0,0.2722,0.9765
651,420.9,1.63,0.57,0.41,108.0,60,45,4,4,0.2716,2.1676
652,113.05,1.88,0.0,0.02,115.2,64,48,0,1,0.2711,1.5308
653,-36.25,1.41,0.0,0.0,103.2,54,43,0,0,0.2705,0.9713
654,-700.45,1.44,1.97,1.08,103.2,56,43,5,1,0.27,2.2219
655,-92.95,1.39,1.35,0.0,103.2,58,43,1,0,0.2695,1.0172
656,-188.35,2.13,0.0,1.16,120.0,62,50,0,2,0.2689,1.5884
657,-42.2,1.34,0.75,0.0,98.4,51,41,3,0,0.2684,1.261
658,-48.25,1.58,0.0,0.0,110.4,58,46,0,0,0.2679,1.081
659,-54.25,1.65,1.18,0.0,112.8,62,47,2,0,0.2673,1.1598
660,-381.1,1.84,0.02,1.94,112.8,63,47,2,2,0.2668,1.9768
661,-390.6,1.58,1.65,1.09,100.8,58,42,1,2,0.2662,1.7679
662,109.75,1.06,0.64,0.0,100.8,53,42,6,0,0.2657,1.5818
663,-43.85,1.08,0.02,0.02,103.2,58,43,1,1,0.2652,1.2351
664,-9.0,1.82,0.67,0.0,115.2,61,48,1,0,0.2647,1.101
665,277.15,1.2,0.02,0.22,100.8,56,42,1,1,0.2641,1.1095
666,105.55,1.29,0.0,0.03,100.8,58,42,0,1,0.2636,1.2656
667,105.0,1.54,0.02,0.0,108.0,60,45,1,0,0.2631,1.1285
668,-290.4,1.75,1.72,0.87,108.0,63,45,2,1,0.2625,1.6025
669,-91.0,1.07,0.36,0.58,93.6,54,39,3,1,0.262,1.6043
670,162.7,1.25,0.84,0.33,108.0,54,45,3,1,0.2615,1.5029
671,-743.5,1.22,0.0,1.13,105.6,59,44,0,1,0.261,1.4887
672,-499.65,1.69,0.93,0.79,105.6,62,44,2,2,0.2604,2.0555
673,-107.7,1.43,1.55,0.0,100.8,55,42,1,0,0.2599,1.0154
674,277.8,1.5,0.02,0.0,105.6,55,44,3,0,0.2594,1.1656
675,-225.3,1.64,1.19,0.77,103.2,58,43,5,1,0.2589,1.7748
676,-112.35,2.19,0.33,1.27,112.8,63,47,2,2,0.2584,1.8599
677,-226.0,1.71,0.0,0.0,98.4,50,41,0,0,0.2579,0.8845
678,639.1,0.97,0.33,0.02,96.0,55,40,2,3,0.2573,1.5305
